"number","station_no","dam_name","reservoir","latitude","longitude","province","wma","place","catchment_area","fsc_1_000_000m_million_m","type","actual_lvl_20151130_million_m","actual_lvl_20151207_million_m","actual_lvl_20151214_million_m","actual_lvl_20151221_million_m","actual_lvl_20151228_million_m","actual_lvl_20160104_million_m","actual_lvl_20160111_million_m","actual_lvl_20160118_million_m","actual_lvl_20160125_million_m","actual_lvl_20160201_million_m","actual_lvl_20160208_million_m","actual_lvl_20160215_million_m","actual_lvl_20160229_million_m","actual_lvl_20160307_million_m","actual_lvl_20160314_million_m","actual_lvl_20160321_million_m","_20151123_percent_full","_20151130_percent_full","_20151207_percent_full","_20151214_percent_full","_20151221_percent_full","_20151228_percent_full","_20150104_percent_full","_20160111_percent_full","_20160118_percent_full","_20160125_percent_full","_20160201_percent_full","_20160208_percent_full","_20160215_percent_full","_20160229_percent_full","_20160307_percent_full","_20160314_percent_full","_20160321_percent_full","_2015_week_11_percent_full"
"73","C2R001","Boskop Dam ","Boskop","26.561710000000001","27.11148","NW","8","Mooi River @ Boskop Dam","3297","21.026",,"19.628","19.449000000000002","17.709","17.113",,,,"14.613",,"14.852","14.702999999999999","14.643000000000001","14.702999999999999","14.733000000000001","14.583","14.583","96.8","93.4","92.5","84.2","81.400000000000006",,,,"69.5",,"70.599999999999994","69.900000000000006","69.599999999999994","69.900000000000006","70.099999999999994","69.400000000000006","69.400000000000006","101.2"
"74","C2R002","Johan Neser Dam ","Johan Neser","26.81691","26.61373","NW","9","Skoon Spruit @ Johan Neser Dam","5644","5.6719999999999997",,"0","0","0","0",,,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,,"0","0",,"0","0","0","0","0","0","0","6.8"
"75","C2R003","Klerkskraal Dam ","Klerkskraal","26.25254","27.159759999999999","NW","8","Mooi River @ Klerkskraal Dam","1324","7.9219999999999997",,"5.532","5.3860000000000001","4.9619999999999997",,,,,"3.43",,"3.3410000000000002","3.2320000000000002","3.2109999999999999","3.2970000000000002","3.3410000000000002","3.8250000000000002","4.7190000000000003","73.599999999999994","69.8","68","62.6",,,,,"43.3",,"42.2","40.799999999999997","40.5","41.6","42.2","48.3","59.6","85"
"76","C2R004","Potchefstroom Dam ","Potchefstroom","26.674019999999999","27.0959","NW","8","Mooi River @ Potchefstroom Dam","3632","2.0270000000000001",,"1.234","1.2929999999999999",,"1.415",,,"1.75","1.78",,"1.4259999999999999",,"0.98299999999999998","0.82799999999999996",,"1.232","2.0499999999999998",,"60.9","63.8",,"69.8",,,"86.3","87.8",,"70.3",,"48.5","40.9",,"60.8","101.2","62"
"77","C2R005","Klipdrift Dam ","Klipdrift","26.616499999999998","27.297270000000001","NW","8","Loop Spruit @ Klipdrift Dam","881","13.301",,"10.355","9.8759999999999994","9.64","9.6790000000000003",,,"8.8360000000000003","9.1389999999999993",,"9.7189999999999994","9.4459999999999997","9.2149999999999999","8.9870000000000001","8.8360000000000003","8.798","9.2149999999999999","78.2","77.900000000000006","74.3","72.5","72.8",,,"66.400000000000006","68.7",,"73.099999999999994","71","69.3","67.599999999999994","66.400000000000006","66.099999999999994","69.3","86.9"
"78","C2R006","Elandskuil Dam ","Elandskuil","26.34807","26.778649999999999","NW","9","Swartleegte River @ Elandskuil Dam","29","1.181",,"0.246",,"0.10100000000000001","0.083000000000000004",,,"0.11","0.57599999999999996",,"0.36299999999999999","0.28499999999999998",,"0.087999999999999995","0.086999999999999994","0.106","0.092999999999999999","31.7","20.8",,"8.5","7",,,"9.3000000000000007","48.8",,"30.7","24.2",,"7.4","7.4","9","7.9","13.1"
"79","C2R007","Rietspruit Dam ","Rietspruit","26.411259999999999","26.794799999999999","NW","9","Rietspruit @ Rietspruit Dam","375","7.2750000000000004",,"2.0070000000000001","1.8240000000000001","1.472",,,,"0.71",,,"0.871","0.60099999999999998",,,"0","0","0","28.8","27.6","25.1","20.2",,,,"9.8000000000000007",,,"12","8.3000000000000007",,"0","0","0","0","48.2"
"82","C3R002","Spitskop Dam ","Spitskop","28.124939999999999","24.502800000000001","NC","10","Harts River @ Spitskop Dam","26920","57.831000000000003",,"27.058","25.579000000000001","24.109000000000002","22.515999999999998",,,"18.687000000000001","18.273",,"20.841999999999999","19.388999999999999","18.273","16.675999999999998","16.036999999999999","15.911","16.675999999999998","48.2","46.8","44.2","41.7","38.9",,,"32.299999999999997","31.6",,"36","33.5","31.6","28.8","27.7","27.5","28.8","78"
,"C3R006","Taung Dam","Taung",,,"NW","10",,,"61.366",,,,,,,,,,,,,,,"50.508000000000003","50.304000000000002","50.140999999999998",,,,,,,,,,,,,,"82.1","82.3","82","81.7","92"
"85","C4R001","Allemanskraal Dam ","Allemanskraal","28.288350000000001","27.145810000000001","FS","9","Sand River @ Allemanskraal Dam","3628","174.52",,"24.396000000000001","23.774000000000001","23.323","22.518000000000001",,,"21.902000000000001","20.440000000000001",,"25.298999999999999","24.756","23.861999999999998","23.594000000000001","23.504000000000001","22.341000000000001","22.253","14.3","14","13.6","13.4","12.9",,,"12.6","11.7",,"14.5","14.2","13.7","13.5","13.5","12.8","12.8","23.8"
"86","C4R002","Erfenis Dam ","Erfenis","28.510590000000001","26.778379999999999","FS","9","Groot-Vet River @ Erfenis Dam","4724","206.06",,"29.574000000000002","27.321999999999999","26.826000000000001","25.370999999999999",,,"21.056999999999999","21.327999999999999",,"22.812000000000001","21.600999999999999","20.343","17.882999999999999",,"19.302","19.472999999999999","15","14.4","13.3","13","12.3",,,"10.199999999999999","10.4",,"11.1","10.5","9.9","8.6999999999999993",,"9.4","9.4","27.6"
"87","C5R001","Tierpoort Dam ","Tierpoort","29.421759999999999","26.135940000000002","FS","13","Tierpoort River @ Tierpoort Dam","922","33.994999999999997",,"0","0","0","0",,,"0","0",,,"0","0","0","0","0","0","0","0","0","0","0",,,"0","0",,,"0","0","0","0","0","0","0.2"
"88","C5R002","Kalkfontein Dam ","Kalkfontein","29.495640000000002","25.22175","FS","13","Riet River @ Kalkfontein Dam","10265","325.13",,"23.594999999999999","21.603000000000002","20.936","20.283000000000001",,,"18.818000000000001","18.981000000000002",,"22.026","21.268000000000001","20.69","19.643000000000001","19.309999999999999","19.145","19.260999999999999","7.5","7.3","6.6","6.4","6.2",,,"5.8","5.8",,"6.8","6.5","6.4","6","5.9","5.9","5.9","18.399999999999999"
"89","C5R003","Rustfontein Dam ","Rustfontein","29.270800000000001","26.615590000000001","FS","13","Modder River @ Rustfontein Dam","937","71.207999999999998",,"13.347","12.888","12.775","12.813000000000001",,,"13.04","13.347",,"14.085000000000001","14.244","14.244","14.728","15.057","15.516999999999999","15.686999999999999","19.3","18.7","18.100000000000001","17.899999999999999","18",,,"18.3","18.7",,"19.8","20","20","20.7","21.1","21.8","22","20.3"
"90","C5R004","Krugersdrift Dam ","Krugersdrift","28.883900000000001","25.956389999999999","FS","13","Modder River @ Krugersdrift Dam","7460","71.478999999999999",,"18.898",,"4.2779999999999996","3.617",,,"3.4849999999999999","3.4630000000000001",,"5.2560000000000002","5.1609999999999996","5.0359999999999996","4.944","4.8529999999999998","4.7329999999999997","4.6740000000000004","27.1","26.4",,"6","5.0999999999999996",,,"4.9000000000000004","4.8",,"7.4","7.2","7","6.9","6.8","6.6","6.5","55.6"
"91","C5R005","Groothoek Dam ","Groothoek","29.30256","26.84751","FS","13","Kgabanyane River @ Groothoek Dam","116","11.904999999999999",,"0","0","0","0",,,"0","0",,,"0","0","0","0","0","0","0","0","0","0","0",,,"0","0",,,"0","0","0","0","0","0","0"
"92","C7R001","Koppies Dam ","Koppies","27.257020000000001","27.672080000000001","FS","9","Renoster River @ Koppies Dam","2155","42.311",,"23.286000000000001","23.391999999999999","22.655000000000001","21.722000000000001",,,"18.736999999999998","18.163",,"17.224","16.488","15.855","16.853999999999999","16.488","16.396999999999998","16.488","56.8","55","55.3","53.5","51.3",,,"44.3","42.9",,"40.700000000000003","39","37.5","39.799999999999997","39","38.799999999999997","39","73.400000000000006"
"97","C8R003","Sterkfontein Dam ","Sterkfontein","28.38683","29.015630000000002","FS","8","Nuwejaar Spruit @ Sterkfontein Dam","195","2616.9","Balancing Dam","2425.06","2389.7800000000002","2361.87","2331.4499999999998",,,"2285.1799999999998","2283.25",,"2290.9499999999998","2294.79","2297.35","2303.7600000000002","2306.33","2310.19","2310.19","93.8","92.7","91.3","90.3","89.1",,,"87.3","87.3",,"87.5","87.7","87.8","88","88.1","88.3","88.3","97.9"
"98","C8R004","Saulspoort Dam ","Saulspoort","28.217030000000001","28.363109999999999","FS","8","Liebenbergvlei @ Saulspoort Dam","746","15.675000000000001","Balancing Dam","15.712999999999999",,"15.534000000000001","15.147",,,"15.252000000000001","15.287000000000001",,"14.494","15.605","15.826000000000001","15.497999999999999","15.428000000000001","15.462999999999999","15.569000000000001","98.2","100.2",,"99.1","96.6",,,"97.3","97.5",,"92.5","99.5","101","98.9","98.4","98.6","99.3","98.8"
"102","C8R008","Fika-Patso Dam ","Fika-Patso","28.67201","28.856249999999999","FS","8","Namahadi River @ Fika-Patso Dam","64","29.411000000000001",,"4.8959999999999999",,"4.9260000000000002",,,,"5.0019999999999998","5.0880000000000001",,,,"5.1159999999999997","5.117",,"5.1130000000000004",,"17","16.600000000000001",,"16.7",,,,"17","17.3",,,,"17.399999999999999","17.399999999999999",,"17.399999999999999",,"66.599999999999994"
"103","C9R001","Vaalharts Storage Weir  ","Vaalharts  Storage Weir","28.115290000000002","24.925650000000001","NC","10","Vaal River @ Vaalharts Storage We","115350","50.682000000000002","Balancing Dam","38.747999999999998","39.088999999999999","36.417999999999999","37.904000000000003",,,"41.534999999999997","43.162999999999997",,"35.771000000000001","36.744999999999997","35.771000000000001","38.578000000000003","37.737000000000002","39.777000000000001","36.991","74.099999999999994","76.5","77.099999999999994","71.900000000000006","74.8",,,"82","85.2",,"70.599999999999994","72.5","70.599999999999994","76.099999999999994","74.5","78.5","73","85.4"
"104","C9R002","Bloemhof Dam ","Bloemhof","27.669219999999999","25.616569999999999","FS","9","Vaal River @ Bloemhof Dam","108360","1240.24",,"446.29","419.25","392.27","363.35",,,"276.57","250.79",,"277.49","259.45999999999998","239.01","200.88","191.75","174.45","190.26","37.200000000000003","36","33.799999999999997","31.6","29.3",,,"22.3","20.2",,"22.4","20.9","19.3","16.2","15.5","14.1","15.3","65.2"
"105","C9R003","Douglas Storage Weir  ","Douglas Storage Weir","29.044049999999999","23.835180000000001","NC","14","Vaal River @ Douglas Storage Weir","193840","16.245000000000001","Balancing Dam","16.651","17.119","15.763999999999999","13.625",,,"9.33","8.8810000000000002",,"17.355","16.245000000000001","13.117000000000001","16.962","17.276","17.753","17.434000000000001","86.6","102.5","105.4","97","83.9",,,"57.4","54.7",,"106.8","100","80.7","104.4","106.3","109.3","107.3","106.3"
"106","D1R001","Sterkspruit Dam ","Sterkspruit","30.636510000000001","27.369679999999999","EC","13","Sterkspruit @ Sterkspruit Dam","77","9.4730000000000008",,"8.1379999999999999",,"7.9269999999999996","7.827",,,"7.4480000000000004","7.423",,,,"7.399",,,"8.4309999999999992",,"87.2","85.9",,"83.7","82.6",,,"78.599999999999994","78.400000000000006",,,,"78.099999999999994",,,"89",,"101"
"107","D1R002","Katse Dam ","Katse","29.33672","28.50637","L","13","Malibamatso River @ Katse Dam","1867","1519.1","Water available to RSA from Lesothon","1005.16","992.4","977.03","964.85",,,"919.02","906.81",,"905.14","910.43","903.01","968.93","969.52","998.23","1008.63","67.099999999999994","66.2","65.3","64.3","63.5",,,"60.5","59.7",,"59.6","59.9","59.4","63.8","63.8","65.7","66.400000000000006","89.2"
"108","D1R003","Mohale Dam ","Mohale","29.457799999999999","28.096329999999998","L","13","Senqunyane River @ Mohale Dam","935","857.1",,"255.24",,"244.25","239.18",,,"221.21","218.26",,"222.47","221.42","215.34","229.51","229.08","235.35","237.64","30.6","29.8",,"28.5","27.9",,,"25.8","25.5",,"26","25.8","25.1","26.8","26.7","27.5","27.7","44.9"
"109","D2R001","Egmont Dam ","Egmont","30.052600000000002","27.02741","FS","13","Witspruit @ Egmont Dam","310","9.0589999999999993",,"4.25","4.008","3.7240000000000002","3.516",,,"2.6669999999999998","2.6970000000000001",,"2.6819999999999999","2.4769999999999999","2.2240000000000002","2.1749999999999998","1.996","1.9910000000000001","1.8979999999999999","49.4","46.9","44.2","41.1","38.799999999999997",,,"29.4","29.8",,"29.6","27.3","24.6","24","22","22","20.9","79.099999999999994"
"110","D2R002","Armenia Dam ","Armenia","29.364329999999999","27.128900000000002","FS","13","Leeu River @ Armenia Dam","861","12.957000000000001",,"2.387","2.17","2.0579999999999998","1.8859999999999999",,,"1.488","1.4630000000000001",,"1.5509999999999999","1.476","1.4019999999999999","1.3420000000000001","1.2949999999999999","1.3069999999999999","1.2949999999999999","19","18.399999999999999","16.7","15.9","14.6",,,"11.5","11.3",,"12","11.4","10.8","10.4","10","10.1","10","40.799999999999997"
"111","D2R004","Welbedacht Dam ","Welbedacht","29.909379999999999","26.860330000000001","FS","13","Caledon River @ Welbedacht Dam","15285","9.5920000000000005","Balancing Dam","8.5190000000000001","5.492","4.6909999999999998","5.0759999999999996",,,"6.3109999999999999","9.1950000000000003",,"10.250999999999999","10.250999999999999","9.7759999999999998","9.3520000000000003","9.3520000000000003","10.058999999999999","9.7759999999999998","97.5","88.8","57.3","48.9","52.9",,,"65.8","95.9",,"106.9","106.9","101.9","97.5","97.5","104.9","101.9","103.7"
"112","D2R006","Knellpoort Dam ","Knellpoort","29.781659999999999","26.8887","FS","13","Rietspruit @ Knellpoort Dam","764","130",,"43.692","43.37","42.889000000000003","42.622999999999998",,,"41.83","41.83",,"42.889000000000003","42.889000000000003","42.835999999999999","42.889000000000003","42.094000000000001","42.622999999999998","42.889000000000003","33.4","33.6","33.4","33","32.799999999999997",,,"32.200000000000003","32.200000000000003",,"33","33","33","33","32.4","32.799999999999997","33","45.3"
"114","D3R002","Gariep Dam ","Gariep","30.623239999999999","25.506779999999999","FS","13","Orange River @ Gariep Dam","70655","5196.04",,"2772.92","2725.86","2677.67","2630.18",,,"2472.89","2453.29",,"2543.15","2557.7600000000002","2559.59","2798.75","2802.74","2735.6","2723.91","54.4","53.4","52.5","51.5","50.6",,,"47.6","47.2",,"48.9","49.2","49.3","53.9","53.9","52.6","52.4","88.3"
"115","D3R003","Vanderkloof Dam ","Vanderkloof","29.991489999999999","24.73189","FS","13","Orange River @ Vanderkloof Dam","89755","3171.3",,"2645.96","2598","2528.9499999999998","2461.23",,,"2256.4699999999998","2200.2199999999998",,"2090.4699999999998","2032.01","1967.91","1855.66","1806.13","1823.45","1868.66","85.3","83.4","81.900000000000006","79.7","77.599999999999994",,,"71.2","69.400000000000006",,"65.900000000000006","64.099999999999994","62.1","58.5","57","57.5","58.9","89.9"
"117","D4R003","Disaneng Dam ","Disaneng","25.824079999999999","25.313389999999998","NW","3","Molopo River @ Disaneng Dam","3366","14.125",,"6.0030000000000001","5.9320000000000004","6.9260000000000002","7.1929999999999996",,,"6.0979999999999999","5.2830000000000004",,"5.1550000000000002","5.0590000000000002","5.0709999999999997","4.8079999999999998","4.83","4.6130000000000004","4.5069999999999997","43","42.5","42","49","50.9",,,"43.2","37.4",,"36.5","35.799999999999997","35.9","34","34.200000000000003","32.700000000000003","31.9","60.2"
"118","D4R004","Setumo Dam ","Setumo","25.857500000000002","25.508610000000001","NW","3","Molopo River @ Setumo Dam","1787","20.718",,"10.332000000000001","9.7889999999999997",,,,,"0.012999999999999999","9.3940000000000001",,"9.3680000000000003","9.1780000000000008","9.0350000000000001","8.7579999999999991","8.6340000000000003","9.5250000000000004","8.2690000000000001",,"49.9","47.3",,,,,"0.1","45.3",,"45.2","44.3","43.6","42.3","41.7","46","39.9","68.5"
"123","D7R001","Boegoeberg Dam ","Boegoeberg","29.041070000000001","22.202300000000001","NC","14","Orange River @ Boegoeberg Dam","343050","19.815000000000001","Balancing Dam","20.763999999999999","19.43","21.137","20.030999999999999",,,"19.353999999999999","21.44",,"20.321999999999999","19.050999999999998","16.280999999999999","20.321999999999999","18.529","20.103000000000002",,"104.8","104.8","98.1","106.7","101.1",,,"97.7","108.2",,"102.6","96.1","82.2","102.6","93.5","101.5",,"96.3"
"124","E1R001","Bulshoek Dam ","Bulshoek","31.99614","18.78708","WCw","17","Olifants River @ Bulshoek Dam","2770","4.8090000000000002",,"2.9079999999999999","3.4249999999999998","3.589","3.4540000000000002",,,"3.1389999999999998","3.3090000000000002",,"3.41","3.181","3.1110000000000002","2.782","3.125","2.81","2.4009999999999998","65.599999999999994","60.5","71.2","74.599999999999994","71.8",,,"65.3","68.8",,"70.900000000000006","66.099999999999994","64.7","57.9","65","58.4","49.9","90"
"125","E1R002","Clanwilliam Dam ","Clanwilliam","32.184699999999999","18.874420000000001","WCw","17","Olifants River @ Clanwilliam Dam","2017","122.48",,"85.040999999999997","80.159000000000006","75.792000000000002","72.671000000000006",,,"57.945","53.097000000000001",,"44.563000000000002","40.537999999999997","36.561","29.201000000000001","25.170999999999999","22.312000000000001","19.481000000000002","72.5","69.400000000000006","65.400000000000006","61.9","59.3",,,"47.3","43.4",,"36.4","33.1","29.9","23.8","20.6","18.2","15.9","25.9"
"126","E4R001","Karee Dam ","Karee","31.428460000000001","19.788180000000001","NC","17","Karee River @ Karee Dam","18","0.94899999999999995",,"0.42899999999999999","0.4","0.38100000000000001","0.36499999999999999",,,"0.29799999999999999","0.27700000000000002",,"0.251","0.23200000000000001","0.221","0.17599999999999999","0.16","0.14399999999999999","0.128","47","45.2","42.1","40.200000000000003","38.5",,,"31.4","29.2",,"26.4","24.4","23.3","18.5","16.8","15.2","13.5","32.700000000000003"
"127","G1R001","Voelvlei Dam ","Voelvlei","33.339359999999999","19.02937","WCw","19","Voelvlei River @ Voelvlei Dam","42","158.58000000000001",,"60.317999999999998","58.22","54.302999999999997","52.585999999999999",,,"47.17","43.847000000000001",,"41.095999999999997","39.954000000000001","38.601999999999997","36.142000000000003","35.231000000000002","32.936999999999998","32.640999999999998","39.4","38","36.700000000000003","34.200000000000003","33.200000000000003",,,"29.7","27.6",,"25.9","25.2","24.3","22.8","22.2","20.8","20.6","56.5"
"128","G1R002","Wemmershoek Dam","Wemmershoek",,,"WCw","19",,,"58.71",,"37.273000000000003","36.700000000000003","36.22","35.722000000000001",,,"34.252000000000002","33.749000000000002",,"32.92","32.49","32.021999999999998","31.036999999999999","30.68","30.167999999999999","29.776","64.400000000000006","63.5","62.5","61.7","60.8",,,"58.3","57.5",,"56.1","55.3","54.5","52.9","52.3","51.4","50.7","62.1"
"129","G1R003","Misverstand Dam ","Misverstand","33.024850000000001","18.788959999999999","WCw","19","Berg River @ Misverstand Dam","3972","6.4390000000000001","Balancing Dam","5.7409999999999997",,"7.1","6.6639999999999997",,,"6.0860000000000003","5.9610000000000003",,"6.6130000000000004","5.7409999999999997","5.9370000000000003","6.3620000000000001","5.7160000000000002","5.6680000000000001","6.0609999999999999","90.7","89.2",,"110.3","103.5",,,"94.5","92.6",,"102.7","89.2","92.2","98.8","88.8","88","94.1","102.7"
"130","G1R004","Berg River Dam  ","Berg River","33.908700000000003","19.057950000000002","WCw","19","Berg River @ Berg River dam","78","127.05",,"100.85","100.5","91.896000000000001","88.56",,,"75.180999999999997","69.912000000000006",,,"63.551000000000002","62.031999999999996","42.726999999999997","39.450000000000003","35.576999999999998","31.951000000000001","81.3","79.400000000000006","79.099999999999994","72.3","69.7",,,"59.2","55",,,"50","48.8","33.6","31.1","28","25.1","62.8"
"132","G4R001","Steenbras Dam Lower  ","Steenbras","34.186869999999999","18.85247","WCw","19","Steenbras River @ Steenbras Dam-Lower","67","33.880000000000003","Balancing Dam","24.524999999999999","23.459","22.832999999999998","21.702999999999999",,,"19.038","17.573",,"15.685","14.849","13.962999999999999","15.563000000000001","16.280999999999999","15.513999999999999","14.733000000000001","75.2","72.400000000000006","69.2","67.400000000000006","64.099999999999994",,,"56.2","51.9",,"46.3","43.8","41.2","45.9","48.1","45.8","43.5","47.1"
"133","G4R002","Eikenhof Dam ","Eikenhof","34.127519999999997","19.03471","WCw","18","Palmiet River @ Eikenhof Dam","64","28.856000000000002",,"26.850999999999999","26.081","25.323","24.826000000000001",,,"22.425000000000001","21.484999999999999",,"19.917999999999999","19.036999999999999","18.183","16.451000000000001","15.675000000000001","15.113","14.302","94.6","93.1","90.4","87.8","86",,,"77.7","74.5",,"69","66","63","57","54.3","52.4","49.6","60.4"
"135","G4R007","Steenbras Dam - Upper  ","Steenbrasdam-Upper","34.168030000000002","18.90165","WCw","19","Steenbras River @ Steenbras Dam-Upper","30","31.811","Balancing Dam","25.838000000000001","25.603000000000002","24.791","24.631",,,"24.38","24.722000000000001",,"24.198","24.494","24.108000000000001","20.492000000000001","19.081","18.669","18.553000000000001","84.7","81.2","80.5","77.900000000000006","77.400000000000006",,,"76.599999999999994","77.7",,"76.099999999999994","77","75.8","64.400000000000006","60","58.7","58.3","77.5"
"199","R2L001","Debe Dam","Debe",,,"EC","12",,,"6.3310000000000004",,"6.165","6.1379999999999999","6.1020000000000003","6.0289999999999999",,,"5.867","5.8049999999999997",,"5.718","5.665","5.6390000000000002","5.5439999999999996","5.5019999999999998","5.57","5.5439999999999996","97.8","97.4","97","96.4","95.2",,,"92.7","91.7",,"90.3","89.5","89.1","87.6","86.9","88","87.6","94.5"
"136","G4R010","De Bos Dam ","De Bos","34.367919999999998","19.233750000000001","WCw","18","Onrus River @ De Bos Dam","33","5.7350000000000003",,"5.5679999999999996","5.4749999999999996","5.3570000000000002","5.2380000000000004",,,"4.8609999999999998","4.7450000000000001",,"4.5129999999999999","4.4160000000000004","4.3280000000000003","4.1660000000000004","4.0910000000000002","4.0419999999999998","3.9649999999999999","97.8","97.1","95.5","93.4","91.3",,,"84.8","82.7",,"78.7","77","75.5","72.599999999999994","71.3","70.5","69.099999999999994","76.2"
"137","H1R001","Brandvlei Dam ","Brandvlei","33.70185","19.45007","WCw","18","Lower Brandvlei River @ Brandvlei Dam","63","286.04000000000002",,"150.91","145.76","139.79","133.88999999999999",,,"115.68","109.54",,"98.287000000000006","92.608000000000004","86.557000000000002","75.784000000000006","70.819000000000003","65.501000000000005","60.134999999999998","54.4","52.8","51","48.9","46.8",,,"40.4","38.299999999999997",,"34.4","32.4","30.3","26.5","24.8","22.9","21","41.3"
"138","H1R002","Stettynskloof Dam ","Stettynskloof","33.836379999999998","19.251760000000001","WCw","18","Holsloot River @ Stettynskloof Dam","55","14.747",,"13.576000000000001","13.173999999999999","12.574999999999999","12.093999999999999",,,"10.397","9.7810000000000006",,"8.83","8.343","7.81","6.9009999999999998","6.43","6.0910000000000002","5.7389999999999999","94.1","92.1","89.3","85.3","82",,,"70.5","66.3",,"59.9","56.6","53","46.8","43.6","41.3","38.9","43.8"
"196","H1R003","Ceres Dam","Ceres",,,"WCw","18",,,"17.25",,,,,,,,,,,,,,"2.34",,"2.0619999999999998","2.02",,,,,,,,,,,,,"14.2","13.6",,"12","11.7",
"140","H2R001","Roode Els Berg Dam ","Roode Elsberg","33.436149999999998","19.568449999999999","WCw","18","Sanddrifskloof River @ Roode Els Berg Dam","142","7.7270000000000003",,"6.7859999999999996","6.5860000000000003","6.1280000000000001","5.85",,,"4.8659999999999997","4.3390000000000004",,"3.9140000000000001","3.8410000000000002","3.234","2.6589999999999998","2.431","2.2309999999999999","1.9650000000000001","91.5","87.8","85.2","79.3","75.7",,,"63","56.2",,"50.7","49.7","41.9","34.4","31.5","28.9","25.4","39.4"
"141","H2R002","Lakenvallei Dam ","Lakenvallei","33.366610000000001","19.580719999999999","WCw","18","Sanddrifskloof River @ Lakenvallei Dam","82","10.263999999999999",,"9.9030000000000005",,"9.8059999999999992","9.75",,,"9.5820000000000007","9.27",,"9.2769999999999992","9.1920000000000002","9.1609999999999996","9","8.9700000000000006","8.9090000000000007","8.8710000000000004","97","96.5",,"95.5","95",,,"93.4","90.3",,"90.4","89.6","89.3","87.7","87.4","86.8","86.4","92.1"
"142","H3R001","Poortjieskloof Dam ","Poortjies Kloof","33.858220000000003","20.371359999999999","WCw","18","Groot River @ Poortjieskloof Dam","94","9.7200000000000006",,"9.5549999999999997",,"9.4329999999999998",,,,"8.76","8.6449999999999996",,"8.4339999999999993",,,,"7.8040000000000003","7.8040000000000003",,"97.6","98.3",,"97",,,,"90.1","88.9",,"86.8",,,,"80.3","80.3",,"73.3"
"143","H3R002","Pietersfontein Dam ","Pietersfontein","33.67004","20.016390000000001","WCw","18","Pietersfontein River @ Pietersfontein Dam","115","1.984",,"1.9590000000000001","1.9419999999999999","1.9330000000000001","1.9139999999999999",,,"1.8580000000000001","1.839",,"1.8049999999999999","1.7869999999999999","1.766","1.73","1.71","1.6950000000000001","1.6739999999999999","99","98.7","97.9","97.4","96.4",,,"93.6","92.7",,"91","90.1","89","87.2","86.1","85.4","84.4","82.1"
"145","H4R002","Keerom Dam ","Keerom","33.58625","19.707609999999999","WCw","18","Nuy River @ Keerom Dam","396","9.75",,"9.1259999999999994",,,,,,"8.1679999999999993","8.0389999999999997",,,,,,"6.7839999999999998","6.7839999999999998",,"96.8","93.6",,,,,,"83.8","82.5",,,,,,"69.599999999999994","69.599999999999994",,"70.099999999999994"
"146","H4R003","Klipberg Dam ","Klipberg","33.942120000000003","19.793530000000001","WCw","18","Konings River @ Klipberg Dam","51","1.978",,"1.8979999999999999",,"1.83","1.788",,,"1.647","1.5940000000000001",,"1.502","1.44","1.387",,"1.278","1.1919999999999999","1.123","96.5","96",,"92.5","90.4",,,"83.3","80.599999999999994",,"75.900000000000006","72.8","70.099999999999994",,"64.599999999999994","60.2","56.7","43.9"
"147","H4R004","Kwaggaskloof Dam ","Kwaggaskloof","33.761870000000002","19.472159999999999","WCw","18","Doorn River @ Kwaggaskloof Dam","53","169.41",,"87.417000000000002","84.694000000000003","81.418000000000006","78.331999999999994",,,"68.578000000000003","65.408000000000001",,"59.600999999999999","56.662999999999997","53.996000000000002","48.784999999999997","46.241999999999997","44.192","41.767000000000003","53.2","51.6","50","48.1","46.2",,,"40.5","38.6",,"35.200000000000003","33.4","31.9","28.8","27.3","26.1","24.7","41.5"
"148","H6R001","Theewaterskloof Dam ","Thee Waters Kloof","34.07741","19.289929999999998","WCw","18","Riviersonderend @ Theewaterskloof Dam","498","479.26",,"324.60000000000002","316.45999999999998","307.33","299.14999999999998",,,"268.64999999999998","258.06",,"238.08","227.06","215.79","196.37","188.66","178.71","169.89","69.099999999999994","67.7","66","64.099999999999994","62.4",,,"56.1","53.8",,"49.7","47.4","45","41","39.4","37.299999999999997","35.4","63"
"149","H6R002","Elandskloof Dam ","Elandskloof","33.95214","19.28454","WCw","18","Elands River @ Elandskloof Dam","50","10.993",,"9.9770000000000003","9.5510000000000002","9.3580000000000005","7.9710000000000001",,,"7.6379999999999999","7.0640000000000001",,"5.851","5.452",,"4.0529999999999999","4.6689999999999996","3.3820000000000001","3.016","92","90.8","86.9","85.1","72.5",,,"69.5","64.3",,"53.2","49.6",,"36.9","42.5","30.8","27.4","34.799999999999997"
"150","H7R001","Buffeljags Dam ","Buffelsjags","34.018729999999998","20.532830000000001","WCo","18","Buffeljags River @ Buffeljags Dam","614","4.5430000000000001",,"4.6070000000000002","4.5430000000000001","4.4800000000000004","4.4050000000000002",,,"4.5940000000000003","4.6070000000000002",,"4.556","4.6970000000000001","4.5679999999999996","4.556","4.4169999999999998","4.6449999999999996","4.6070000000000002","100.8","101.4","100","98.6","97",,,"101.1","101.4",,"100.3","103.4","100.6","100.3","97.2","102.3","101.4","100.7"
